City;Region;Country;AirQuality;WaterPollution;ph;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;Potability
Roy;Utah;United States of America;100;50;7.108.140.711.077.940;1.486.246.064.696.000;2.368.820.522.331.310;7.003.487.667.065.500;33.911.267.301.548.500;25.996.376.259.206.000;1.721.857.542.525.160;5.604.493.436.409.860;4.015.246.444.321.190;1
Norwich;England;United Kingdom;7.105.263.158;3.166.666.667;5.289.618.437.232.330;1.940.563.928.951.710;21.776.170.174.493.600;6.278.292.699.450.070;359.099.732.993.792;3.537.729.296.079.890;14.181.470.634.875.300;33.592.030.767.693.800;45.481.003.496.821;1
Szekesfehervar;Fejer County;Hungary;62.5;18.75;7.169.251.038.319.980;16.247.822.634.657.300;3.962.408.717.906.600;54.083.539.516.291.100;30.069.512.981.801.200;5.070.270.059.985.910;16.559.228.592.883.800;;4.533.174.154.664.910;1
Hoa Binh;Hoa Binh;Vietnam;75;75;7.695.049.437.156.060;1.538.097.826.928.730;11.598.682.367.072.900;8.053.642.008.191.590;;2.976.758.765.784.810;12.907.350.909.826.800;7.368.874.240.315.730;3.198.879.005.391.030;1
Mazar-i-Sharif;Balkh;Afghanistan;1.111.111.111;8.333.333.333;8.693.149.900.569.030;21.917.829.659.993.400;1.655.987.726.220.430;8.877.010.593.115.730;35.530.498.040.498.300;5.452.286.679.739.810;7.283.012.995.935.960;7.333.152.912.966.890;4.687.846.798.329.180;1
Luxor;Luxor Governorate;Egypt;75;37.5;;1.847.860.379.024.850;181.130.173.023.734;8.319.079.887.725.360;3.815.132.119.281.760;5.302.483.872.202.360;19.385.941.008.014.500;7.095.756.540.389.420;30.770.348.929.711.900;1
Banja Luka;Republika Srpska;Bosnia and Herzegovina;4.558.823.529;5.859.375;69.997.645.107.739.800;21.914.337.264.435.600;16.078.459.386.211.900;7.652.135.132.079.860;3.556.888.922.874.360;282.502.338.129.087;17.297.555.516.413.000;6.506.506.907.302.510;3.360.130.677.748.900;1
Sioux Falls;South Dakota;United States of America;8.181.818.182;3.214.285.714;689.792.271.658.945;17.339.092.815.255.900;1.661.651.661.653.820;635.293.353.105.966;3.293.397.676.162.260;3.374.360.877.112.990;12.446.975.630.517.700;6.015.941.276.592.290;4.490.105.279.441.120;1
Brighton;England;United Kingdom;8.214.285.714;2.173.913.043;638.231.460.426.029;2.128.385.142.858.630;24.259.751.669.473.800;7.360.504.474.852.790;;34.258.144.361.480.700;12.332.979.143.567.500;677.489.913.795.461;2.881.370.055.449.980;1
Wiener Neustadt;Lower Austria;Austria;87.5;50;991.709.205.694.149;19.660.374.614.181.000;3.721.522.683.519.180;7.408.017.537.424.170;2.479.348.552.726.030;5.225.485.530.728.810;5.512.039.717.949.500;7.783.081.603.593.750;33.933.253.802.234.200;1
Natal;Rio Grande do Norte;Brazil;8.068.181.818;5.909.090.909;5.609.025.353.745.410;2.716.308.237.919.940;2.695.533.018.270.640;6.772.753.383.250.590;2.966.515.643.633.780;4.438.725.582.862.580;1.704.868.331.892.410;7.282.739.237.135.590;33.548.901.479.615.700;1
Shkoder;Shkoder County;Albania;75;3.333.333.333;6.277.463.093.365.680;22.594.193.462.003.900;22.807.338.851.454.200;7.389.259.611.534.110;;32.868.441.961.500.400;13.225.665.858.588.500;5.080.335.294.728.760;312.316.615.927.887;1
Polokwane;Limpopo;South Africa;50;50;;19.026.736.742.465.900;15.255.115.257.959.700;7.597.687.573.737.940;3.661.923.267.335.510;41.847.674.153.387.500;1.331.272.274.001.090;6.894.488.848.491;3.796.737.486.057.350;1
Aden;Adan Governorate;Yemen;1.666.666.667;75;7.714.312.671.631.400;19.169.263.971.651.100;19.789.636.079.978.200;7.856.556.902.117.840;3.403.263.143.932.330;3.779.263.683.128.550;18.917.026.715.796.200;5.869.220.411.270.060;4.425.133.970.460.170;1
Oran;Oran Province;Algeria;50;3.571.428.571;6.351.286.549.370.790;1.622.133.452.444.080;22.337.448.392.967.200;6.867.963.632.037.960;3.796.138.031.370.580;33.707.734.853.812.700;11.712.149.246.165.400;6.596.781.371.513.840;3.707.053.967.662.740;1
Hanover;New Hampshire;United States of America;100;50;7.958.871.446.046.470;18.482.855.705.086.600;2.684.566.101.347.510;7.673.719.024.583.920;32.723.910.879.775.300;3.892.642.157.392.940;11.032.867.169.120.400;5.251.051.952.476.860;4.007.902.612.509.110;1
Ubon Ratchathani;Ubon Ratchathani;Thailand;50;50;6.618.186.566.692.910;1.642.545.648.416.480;13.776.621.791.774.000;5.925.462.323.451.300;;3.151.993.932.446.130;12.082.168.713.966.400;61.474.422.868.387.100;379.706.786.115.003;1
Pau;;France;75;50;6.000.723.335.995.510;16.100.230.529.791.400;21.111.664.104.120.800;433.912.599.905.565;3.013.071.729.156.640;38.475.329.758.346.200;9.261.965.325.690.310;7.100.221.724.990.190;4.176.218.742.792.000;1
Erbil;;Iraq;3.636.363.636;6.477.272.727;6.392.927.840.114.370;15.916.892.594.184.300;21.217.158.595.568.400;5.298.877.261.876.910;31.725.678.831.069.500;30.524.360.041.366.300;16.865.452.985.372.600;621.543.794.564.029;32.713.388.593.703.100;1
Douala;Littoral;Cameroon;40;7.916.666.667;6.977.267.851.638.900;22.327.889.127.950.700;2.028.735.977.041.660;5.274.744.658.651.150;28.208.571.927.370.400;37.700.039.202.666.600;14.046.277.504.321.300;6.762.724.105.537.310;23.670.413.093.414.900;1
Florianopolis;Santa Catarina;Brazil;8.260.869.565;6.739.130.435;6.353.436.843.717.330;21.854.936.272.771.400;1.866.484.429.697.520;6.690.393.745.252.390;31.239.301.924.216.900;503.414.897.004.023;15.422.459.239.950.200;9.438.693.228.247.770;3.861.109.202.341.750;1
Kolomna;Moscow Oblast;Russia;50;25;6.019.939.994.871.640;1.408.678.983.115.180;20.666.410.142.053.100;6.903.524.638.089.180;;42.869.533.075.275.900;8.398.237.310.611.640;6.729.095.584.544.490;2.747.027.112.289.290;1
Dunedin;Otago Region;New Zealand;8.552.631.579;1.538.461.538;7.330.196.876.767.330;15.980.372.018.647.900;14.884.339.958.152.500;9.194.574.840.122.240;4.111.006.916.798.000;4.041.959.120.807.720;1.737.573.934.693.230;5.115.397.220.920.120;28.847.150.979.192.400;1
Hamilton;Ontario;Canada;4.279.661.017;5.401.785.714;9.241.338.766.959.900;15.792.749.243.628.800;31.598.536.376.742.700;6.778.054.103.989.940;;46.402.548.282.268.700;1.205.362.720.543.790;9.387.169.223.961.130;3.842.577.603.866.390;1
Patras;West Greece Region;Greece;60;4.166.666.667;6.593.174.456.619.290;17.661.282.880.446.700;21.857.838.889.341.300;4.709.044.275.103.350;;31.043.597.926.185.000;14.314.281.814.719.400;5.269.795.843.717.040;3.931.653.171.254.090;1
Volgodonsk;Rostov Oblast;Russia;25;75;6.948.265.449.383.840;22.523.175.998.572.900;6.874.586.016.391.740;10.116.984.176.644.800;4.290.456.197.400.510;3.865.820.831.639.070;15.845.192.725.826.700;5.947.401.272.115.850;409.561.181.325.633;1
Limerick;;Ireland;8.043.478.261;3.815.789.474;;2.107.328.535.918.540;13.671.416.030.421.900;8.546.187.001.006.760;4.184.705.513.025.050;3.522.523.276.513.610;10.353.658.740.835.700;4.530.400.698.332.190;33.648.908.816.171.700;1
Namur;Wallonia;Belgium;7.222.222.222;55;;2.147.257.041.566.600;21.093.217.408.664.100;73.664.972.021.573.400;2.912.832.715.992.840;5.390.065.206.523.060;14.670.245.600.537.600;6.225.962.323.258.580;35.892.516.337.236.000;1
Gyor;Gyor-Moson-Sopron County;Hungary;7.916.666.667;0;5.938.321.178.779.360;2.144.695.747.933.210;10.815.399.442.205.500;7.795.542.714.404.670;;6.261.287.370.599.500;17.477.597.986.636.200;5.998.973.731.103.910;38.895.000.398.614.100;1
Port Said;Port Said Governorate;Egypt;6.666.666.667;50;824.955.050.895.133;23.093.283.212.129.000;3.289.874.936.773.520;70.199.710.748.416.000;28.067.498.362.294.700;36.493.112.814.216.800;17.051.184.733.261.300;6.978.164.116.801.300;4.284.831.119.370.140;1
Suez;Suez Governorate;Egypt;0;100;6.903.816.977.786.620;2.585.268.417.014.940;3.545.570.961.215.390;4.881.376.648.213.990;206.247.229.446.338;31.862.262.232.131.400;1.396.173.961.071.660;6.586.667.919.419.520;38.678.433.026.408.200;1
Jyvaskyla;;Finland;9.583.333.333;0;7.605.674.820.650.830;2.103.714.356.124.300;9.583.710.441.307.560;850.940.333.925.466;3.714.716.904.747.930;32.568.369.121.664.900;11.781.265.015.041.200;865.134.743.861.137;5.554.074.526.332.090;1
Saitama;Saitama Prefecture;Japan;68.75;37.5;65.892.905.009.635.100;10.869.907.681.469.600;3.429.815.294.149.100;4.949.409.764.235.750;3.176.101.823.239.640;32.459.027.345.963.400;19.495.393.156.405.200;;3.181.112.063.345.660;1
Exeter;England;United Kingdom;7.916.666.667;1.363.636.364;7.511.816.641.411.970;1.746.141.336.025.850;15.736.893.958.506.100;803.428.389.125.894;;30.310.814.585.787.500;17.425.460.208.515.000;906.623.366.916.451;2.285.519.928.882.210;1
Siauliai;;Lithuania;5.714.285.714;5.833.333.333;7.301.444.654.287.730;14.343.135.025.761.000;4.671.855.596.534.800;4.768.780.800.964.810;25.246.648.472.775.900;44.683.967.260.296.800;12.575.416.892.102.100;6.064.840.389.938.010;31.600.748.401.136.000;1
Stoke-on-Trent;England;United Kingdom;6.785.714.286;3.333.333.333;6.788.291.583.178.550;18.203.689.538.627.200;25.661.360.539.469.000;6.939.853.225.180.280;35.234.492.925.276.400;4.198.958.884.537.810;11.835.382.178.148.200;7.143.603.836.861.600;4.255.948.316.623.420;1
Domodedovo;Moscow Oblast;Russia;50;37.5;;1.840.409.883.057.960;23.727.094.105.198.800;4.964.448.947.647.600;2.776.808.372.224.040;3.828.477.409.283.200;10.213.622.575.685.900;7.556.104.956.356.140;3.714.469.252.576.860;1
Springfield;Missouri;United States of America;8.472.222.222;4.230.769.231;;19.476.121.497.258.900;38.119.185.568.481.100;6.998.157.842.376.230;3.332.892.161.964.920;4.369.274.171.089.760;13.746.597.926.652.300;6.049.058.103.987.030;33.569.779.816.134.100;1
Galveston;Texas;United States of America;8.571.428.571;50;6.692.531.669.059.860;20.040.435.093.805.600;37.033.152.091.371.700;47.270.723.230.968.800;2.808.449.162.117.160;3.766.727.942.156.420;1.248.525.698.991.660;578.184.837.106.709;29.421.153.671.384.100;1
Erzincan;Erzincan Province;Turkey;2.916.666.667;50;6.028.101.118.266.440;26.280.847.774.427.100;1.715.010.054.999.000;9.378.390.092.203.820;38.030.135.015.969.700;514.545.672.099.499;20.637.598.734.129.300;7.652.907.700.861.660;4.080.786.271.348.120;1
Sandakan;Sabah;Malaysia;75;50;6.715.940.563.939.270;21.806.238.354.730.400;17.180.188.184.343.600;8.915.970.937.560.090;3.932.757.718.326.050;3.490.030.699.501.280;14.354.595.084.553.200;5.724.708.237.694.070;24.047.292.060.079.900;1
Kota Kinabalu;Sabah;Malaysia;4.791.666.667;4.545.454.545;7.490.786.675.734.910;20.245.806.075.548.300;26.551.370.104.695.500;712.077.230.286.162;3.129.340.248.000.830;30.634.556.250.687.900;1.799.816.009.986.300;6.735.607.867.941.560;4.354.535.490.634.880;1
Abingdon;Virginia;United States of America;100;50;;28.737.020.818.852.100;4.132.544.354.767.340;55.172.797.179.661.800;;3.757.245.185.330.380;1.397.733.754.448.510;9.785.977.468.697.440;432.232.533.697.766;1
Camden;New Jersey;United States of America;87.5;50;6.336.588.682.161.130;1.063.801.125.414.630;1.557.014.232.208.760;6.851.404.882.360.640;4.415.876.537.823.700;3.804.330.193.873.430;5.218.232.927.132.190;487.355.139.639.406;4.356.593.856.228.120;1
Hoboken;New Jersey;United States of America;56.25;62.5;7.381.757.557.406.790;20.346.030.160.970.700;13.720.910.434.922.200;11.129.153.658.303.900;4.757.374.601.531.330;36.134.249.562.314.700;16.548.438.388.766.100;55.132.546.193.094.400;33.380.217.586.877.400;1
Chon Buri;Chon Buri;Thailand;6.071.428.571;50;7.256.015.038.533.900;1.966.498.225.540.420;4.418.423.045.950.250;5.265.557.586.247.640;26.042.560.464.845.400;3.242.501.475.903.340;8.148.929.054.665.640;693.750.440.847.648;4.534.960.272.538.590;1
Livermore;California;United States of America;75;5.416.666.667;70.258.217.707.497.600;14.796.806.029.838.400;21.226.665.548.084.800;734.238.063.859.913;38.740.285.668.605.100;4.210.999.168.971.550;13.996.100.554.431.700;5.117.405.802.120.240;4.746.091.948.559.110;1
Zabok;Krapina-Zagorje County;Croatia;25;100;7.606.880.475.374.770;18.384.009.969.220.800;29.339.929.268.453.900;57.036.171.336.762.100;2.595.347.190.007.470;4.269.859.416.742.490;14.006.983.230.326.700;9.159.070.343.135.010;4.564.460.391.989.150;1
Zabol;Sistan and Baluchestan Province;Iran;1.428.571.429;6.666.666.667;6.983.860.438.979.460;2.022.562.815.455.870;11.848.769.729.095.100;7.657.534.113.387.620;;48.697.054.256.998.000;16.061.439.779.000.600;6.185.135.771.917.400;4.159.566.509.149.570;1
Brossard;Quebec;Canada;100;50;6.347.020.017.898.680;9.728.090.859.780.740;19.743.148.416.494.500;34.026.815.899.619.800;30.543.123.624.624.200;5.029.190.132.295.650;1.509.409.115.186.620;8.655.416.824.334.110;4.526.350.938.820.330;1
Saguenay;Quebec;Canada;96.875;18.75;7.322.828.416.616.520;23.034.290.080.685.200;24.682.124.546.316.000;74.255.804.969.809.700;32.383.273.741.263.200;34.931.321.274.182.200;9.497.937.073.238.910;50.660.145.497.161.100;39.819.688.318.389.700;1
Zacatecas;Zacatecas;Mexico;8.214.285.714;37.5;6.777.506.359.435.940;2.070.507.482.906.680;15.228.912.908.891.500;6.182.409.481.989.710;32.139.940.357.304.200;5.232.417.319.701.850;1.268.372.439.366.670;8.616.597.060.753.250;4.263.180.267.696.570;1
Longueuil;Quebec;Canada;100;37.5;8.370.364.964.619.350;1.555.535.654.114.510;271.933.173.775.301;5.791.452.509.083.570;;3.565.198.654.775.600;7.832.108.146.401.820;6.941.966.467.298.130;2.746.649.833.830.860;1
Sherbrooke;Quebec;Canada;9.078.947.368;3.166.666.667;6.642.755.695.262.760;16.889.642.168.837.500;3.650.552.425.763.320;6.062.561.086.621.280;2.985.524.799.389.980;47.405.749.017.326.000;14.299.241.868.727.200;7.170.689.113.232.490;4.299.209.281.102.340;1
Boisbriand;Quebec;Canada;75;25;621.758.491.448.443;2.037.072.216.185.070;15.597.640.883.064.300;77.514.611.859.108.500;3.612.478.096.865.620;452.922.024.905.992;145.971.445.174.402;7.085.097.650.024.320;415.016.690.975.386;1
Atlantic City;New Jersey;United States of America;9.166.666.667;37.5;6.630.122.155.828.680;19.252.170.324.831.700;3.626.970.131.666.210;4.973.866.332.075.410;2.774.992.970.967.100;3.204.708.529.632.040;14.786.347.362.452.300;8.098.021.278.292.360;3.352.764.605.845.470;1
Richmond;Quebec;Canada;80;50;8.051.022.203.026.930;1.717.517.540.369.100;2.833.866.404.002.990;6.392.120.730.986.490;31.900.507.105.995.300;496.906.266.181.651;16.192.870.149.305.000;9.112.321.931.749.050;3.767.443.125.675.900;1
Gold Coast;Queensland;Australia;8.263.888.889;3.260.869.565;841.608.681.704.654;20.832.602.177.209.500;28.234.906.857.156.100;7.784.123.048.553.010;2.973.305.280.861.980;44.456.010.847.647.300;12.645.175.778.177.400;787.565.328.358.605;49.300.838.102.540.400;1
Brest;Brest Region;Belarus;31.25;55;;16.691.399.143.546.500;2.403.751.049.003.730;71.367.126.114.855.000;34.988.527.610.338.000;41.147.846.097.100.600;9.456.473.170.031.010;9.490.112.226.620.020;37.437.037.351.816.200;1
Tainan;;Taiwan;31.25;68.75;7.933.067.691.513.920;20.472.428.140.123.800;12.732.888.243.247.400;7.717.186.742.132.450;3.310.871.770.341.710;4.496.856.024.311.420;15.669.628.241.379.100;5.540.407.965.591.150;45.342.330.430.238.300;1
Chateauguay;Quebec;Canada;100;0;79.176.085.954.610.200;1.815.253.897.893.360;15.805.650.152.983.200;7.263.017.971.187.820;;29.179.606.717.662.100;13.043.616.800.170.700;7.713.105.116.007.560;37.840.853.812.641.200;1
Victoriaville;Quebec;Canada;9.166.666.667;50;8.942.045.991.487;2.156.737.860.705.190;5.648.867.241.273.910;32.314.384.013.788.300;12.900.000.000.000.000;5.419.154.676.754.550;9.313.770.679.686.220;7.082.837.383.447.700;4.354.287.641.189.530;1
Mascouche;Quebec;Canada;100;50;7.033.945.358.536.710;2.466.228.710.490.060;15.428.450.915.708.200;7.570.768.596.359.370;3.056.164.224.886.140;516.217.847.243.303;1.752.681.934.068.450;9.160.279.375.318.570;3.931.730.862.730.210;1
Rouyn-Noranda;Quebec;Canada;9.166.666.667;12.5;;15.820.764.744.104.900;452.430.289.529.302;4.064.877.887.005.870;2.471.800.381.287.810;3.997.669.648.211.210;16.086.232.449.405.300;53.502.085.762.742.900;4.108.856.703.319.130;1
Laval;Quebec;Canada;9.107.142.857;4.166.666.667;758.004.880.807.379;22.508.855.450.869.400;31.749.924.396.203.700;588.479.511.562.775;;50.390.873.305.853.900;18.502.406.101.828.000;783.543.406.993.554;3.959.636.523.743.510;1
Gatineau;Quebec;Canada;8.863.636.364;4.285.714.286;8.473.249.064.166.920;1.292.400.806.215.750;20.465.588.609.162.400;7.212.916.680.892.600;;5.909.065.735.830.410;15.292.705.722.888.300;63.939.820.688.927.900;4.810.185.430.241.000;1
Granby;Quebec;Canada;100;75;6.816.416.925.295.720;23.726.950.481.139.700;2.417.027.489.447.490;8.706.012.437.470.020;3.497.721.759.615.860;4.770.239.651.307.410;16.574.059.831.350.200;9.294.575.720.286.190;42.747.382.136.106.000;1
Drummondville;Quebec;Canada;100;0;6.460.033.522.100.620;215.440.641.301.999;35.775.793.395.721.800;6.502.544.137.326.670;307.563.454.895.814;36.509.414.345.117.800;8.127.542.868.467.740;7.755.495.328.187.680;3.535.597.778.692.280;1
Montmagny;Quebec;Canada;100;50;6.227.826.794.815.900;16.992.622.161.321.600;22.550.492.264.225.100;4.973.592.706.222.020;29.740.449.741.812.200;4.604.153.864.081.870;20.789.591.712.522.300;9.330.073.290.085.190;4.007.347.485.187.130;1
Salaberry-de-Valleyfield;Quebec;Canada;85;50;;1.905.675.212.494.870;18.589.031.159.737.100;7.470.352.522.879.210;3.621.469.773.194.860;47.144.476.872.688.800;13.760.230.940.081.800;9.030.630.974.380.730;4.400.203.468.805.100;1
Senneterre;Quebec;Canada;100;50;;19.554.096.692.399.700;41.424.990.006.204.300;989.270.343.964.255;4.624.742.150.404.130;43.541.824.496.527.100;15.846.047.606.081.000;;3.612.918.763.485.360;1
Sainte-Adele;Quebec;Canada;90;100;5.632.731.646.664.600;2.839.972.840.772.540;2.831.543.777.694.190;7.144.655.074.770.770;31.846.514.597.883.000;4.259.842.126.790.010;11.813.231.171.893.200;6.765.102.459.155.030;5.114.607.051.016.190;1
Allentown;Pennsylvania;United States of America;6.071.428.571;75;619.124.144.257.447;2.313.227.966.792.550;29.778.357.876.954.300;438.109.672.011.746;2.483.043.909.176.840;4.889.541.644.367.410;13.022.135.124.285.600;5.406.085.110.281.750;33.150.705.928.492.900;1
Grants Pass;Oregon;United States of America;62.5;75;7.701.032.797.005.610;121.575.139.230.317;16.978.926.829.044.500;6.812.415.640.336.410;35.425.025.177.160.000;36.822.457.499.711.200;12.997.263.261.412.000;692.602.092.263.662;3.395.482.609.242.570;1
Kansk;Krasnoyarsk Krai;Russia;0;75;;18.704.328.340.357.500;24.634.552.442.871.300;9.081.880.472.815.230;;4.438.433.994.171.430;11.053.924.602.664.800;7.410.818.032.317.240;3.498.716.818.980.460;1
Hengyang;Hunan;People's Republic of China;0;50;883.264.111.562.239;1.994.250.376.532.790;2.510.013.140.450.440;6.817.660.238.042.550;;45.375.797.223.649.500;14.632.438.282.320.400;8.265.063.482.137.730;34.521.497.364.245.300;1
Zakopane;Lesser Poland Voivodeship;Poland;3.333.333.333;50;5.646.083.311.861.940;21.934.293.247.231.900;22.455.695.011.751.100;8.283.757.694.778.310;3.860.387.902.287.790;4.012.562.922.845.290;16.650.114.369.808.100;31.174.039.374.468.800;39.385.056.274.364.900;1
Zakynthos;;Greece;100;25;733.210.396.318.143;18.541.507.665.781.900;2.441.250.353.691.940;7.253.851.858.051.990;;31.026.197.419.112.400;14.942.217.307.210.900;;39.010.968.662.093.700;1
Ruma;;Serbia;25;75;7.896.743.922.258.230;19.760.207.770.854.200;9.407.664.038.720.550;9.610.055.885.550.420;40.027.457.921.531.800;270.794.058.781.986;11.300.587.314.258.800;5.320.184.835.708.190;4.889.458.166.019.270;1
Banska Bystrica;Banska Bystrica Region;Slovakia;62.5;25;5.675.294.715.190.140;22.859.039.232.873.800;3.917.238.964.292.970;6.014.737.758.938.230;;3.300.786.127.914.450;1.142.337.702.465.630;59.267.099.212.481.700;5.021.464.632.411.660;1
Trencin;Trencin Region;Slovakia;7.857.142.857;4.166.666.667;6.010.617.576.533.580;18.455.858.174.244.500;15.940.573.270.538.400;8.165.222.040.842.310;4.214.860.891.671.310;3.145.298.133.899.640;20.314.616.737.804.500;8.370.793.779.298.930;4.867.287.404.331.260;1
Zalau;Salaj County;Romania;100;75;7.986.018.499.069.500;18.079.555.812.792.400;2.471.299.343.193.110;5.687.865.445.343.610;28.757.088.393.241.800;4.349.545.188.654.380;8.642.494.410.465.070;8.458.196.267.045.220;31.530.047.275.571.500;1
